Address,x_coord,y_coord,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2
7414 S ROCKWELL ST ,1160256.48608,1855340.28695,1529,chapin_dfss_providers_2011_070212.csv,CHICAGO PUBLIC SCHOOLS JORDAN COMM.,7414 NORTH WOLCOTT ,60626,5342220,,,,,,,CHICAGO PUBLIC SCHOOLS,ROGERS PARK,,,,,Willie  White,Yes,No,No,,,,,,,,,,
7059 S ASHLAND AVE ,1166994.68965,1857739.37464,2653,ECE Chicago Find a School scrape.csv, McKay,7059 S. Washtenaw ,60629,5359340,,,,,,Chicago Lawn,,,,,,,,,,,,,HS-HD,,,,,,,
1234 W 71ST PL ,1169167.13346,1857441.21106,541,CPS_Early_Childhood_Portal_scrape.csv, Cameron,1234 N. Monticello ,,5344290,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
600 E 89TH ST ,1181839.64591,1846176.54439,2255,DFSS_AgencySiteLies_2012.csv,Onward Neighborhood House Onward Neighborhood House - West Town,600 N. Leavitt St. ,60612,6666726,,,,,,,Onward Neighborhood House,,,,,,,,,,,www.onwardhouse.org,Mario Garcia,Darica Charles,,,,,,
4848 N RUTHERFORD AVE ,1130495.86403,1932044.73575,2229,DFSS_AgencySiteLies_2012.csv,Lutheran Social Services of Illinois WINTHROP CHILDREN'S CENTER,4848 N. Winthrop ,60640,8783210,,,,,,,Lutheran Social Services of Illinois,,,,,,,,,,,www.lssi.org,John Schnier,,,,,,,
3901 N CHRISTIANA AVE ,1153457.58246,1925785.54439,2597,ECE Chicago Find a School scrape.csv," Kidwatch Plus, Inc.",3901 N. Ridgeway ,60618,5395431,,,,,,Irving Park,,,,,,,,,,,,,CP,,,,,,,
4701 W WRIGHTWOOD AVE ,1144561.62659,1916900.21106,377,CPS_Early_Childhood_Portal_scrape.csv, Christopher House Uptown,4701 N. Winthrop ,,7694540,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4540 S LEAMINGTON AVE ,1142721.40638,1873876.64624,2831,ECE Chicago Find a School scrape.csv, Waters,4540 N. Campbell ,60625,5345090,,,,,,Lincoln Square,,,,,,,,,,,,,PFA-REG,,,,,,,
5467 N LAMON AVE ,1142706.75547,1936544.70797,2886,NAEYC_accreditation.csv, Chicago Child Care Society-child and Family Dev Center,5467 South University  ,60615,6430452,,,,,,,,,,,,,,,,,,http://www.cccsociety.org,,,,02/01/16,280649,pflowers@cccsociety.org,,
7601 W IRVING PARK RD ,1124604.83374,1925606.43265,2110,DFSS_AgencySiteLies_2012.csv,Chicago Youth Centers Rebecca Crown,7601 S. Phillips ,60649,7310444,,,,,,,Chicago Youth Centers,,,,,,,,,,,www.chicagoyouthcenters.org,Harry Wells,Eddie Wilson ,,,,,,
1212 W WELLINGTON AVE ,1167591.34311,1920143.43851,902,CPS_Early_Childhood_Portal_scrape.csv, South Loop,1212 S. Plymouth ,,5348690,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4848 N KILPATRICK AVE ,1144220.16272,1931954.75118,2631,ECE Chicago Find a School scrape.csv, Lutheran Social Services-Winthrop,4848 N. Winthrop ,60640,8783210,,,,,,Uptown,,,,,,,,,,,,,CP,,,,,,,
4848 N CALIFORNIA AVE ,1156741.13827,1932281.20797,383,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services Winthrop,4848 N. Winthrop ,,8783210,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
5120 W WRIGHTWOOD AVE ,1141704.00761,1916892.05365,2007,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Goudy, William C.",5120 N. Winthrop ,60640,5342480,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Pamela S. Brandt,,,,,,
7050 W 64TH ST ,1130310.70542,1861349.94254,1969,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Bond, Carrie Jacobs","7050 S. May, Chicago ",60621,5353480,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Valesta Cobbs,,,,,,,,
4025 W 77TH PL ,1150729.36764,1852973.46415,2090,DFSS_AgencySiteLies_2012.csv,Chicago State University Grant Creative Learning Center,4025 S Drexel Blvd. ,60653,2858440,,,,,,,Chicago State University,,,,,,,,,,,www.gamechicago.org,Grace Ratliff,Grace Ratliff,,,,,,
212 S STATE ST ,1176310.72461,1899361.47649,2945,NAEYC_accreditation.csv, Marillac Social Center,212 South Francisco  ,60612,7227440,,,,,,,,,,,,,,,,,,http://www.marillachouse.org,,,,04/30/14,466434,,,
6311 W 59TH ST ,1135269.91038,1864677.44254,1993,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Dulles, John Foster",6311 South Calumet ,60637,5350690,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Pamela Creed,,,,,,
6311 W 64TH ST ,1135384.81644,1861344.12773,1499,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS DULLES, JOHN FOSTER",6311 SOUTH CALUMET ,60637,5350690,,,,,,,CHICAGO PUBLIC SCHOOLS,GREATER GRAND CROSSING,,,,,Ms. Pamela Creed,Yes,No,No,,,,,,,,,,
78 E 89TH PL ,1178688.64311,1845754.13851,2904,NAEYC_accreditation.csv, Corporate Childcare Consultants,78 West Van Buren Floor 1 ,60605,8860834,,,,,,,,,,,,,,,,,,,,,,07/01/17,291368,ccclearningcenter78@comcast.net,,
2745 W 54TH ST ,1158824.63817,1868671.60766,1978,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Chalmers, Thomas",2745 W. Roosevelt ,60608,5341720,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Kent Nolen,,,,,,
2141 W 52ND ST ,1162818.33347,1869920.25736,2113,DFSS_AgencySiteLies_2012.csv,Chinese American Service League Chinese American Service League Child Dev Ctr,2141 S. Tan Court ,60616,7910454,,,,,,,Chinese American Service League,,,,,,,,,,,www.caslservice.org,Esther Wong,Brenda Arksey,,,,,,
7060 S SOUTH CHICAGO AVE ,1182424.1,1858354.83452,2041,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools McKay, Francis M.",7060 S. Washtenaw ,60629,5359340,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mrs. Dawn Prather-Hawk,,,,,,
2325 S CENTRAL PARK AVE ,1152811.98178,1888190.83143,2486,ECE Chicago Find a School scrape.csv, El Hogar California,2325 S. California ,60608,5231629,,,,,,South Lawndale,,,,,,,,,,,,,CP,,,,,,,
5160 W WABANSIA AVE ,1141636.70525,1910884.6339,778,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Teddy Bear 5 Pulaski,5160 S Pulaski RD ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
1539 N HAMLIN AVE ,1150819.90901,1910128.30365,252,CPS_Early_Childhood_Portal_scrape.csv, Marcy-Newberry Marcy Center,1539 S. Springfield ,,7622300,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
7510 N ORIOLE AVE ,1124662.33185,1949338.98884,445,CPS_Early_Childhood_Portal_scrape.csv, Howard Area Early Childhood Center,7510 N. Ashland ,,7647610,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
5160 S KEELER AVE ,1149163.39591,1869853.7697,394,CPS_Early_Childhood_Portal_scrape.csv," Teddy Bear Nursery School, Inc. V",5160 S. Pulaski ,,2847030,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
301 N LARAMIE AVE ,1141700.39591,1901530.82834,318,CPS_Early_Childhood_Portal_scrape.csv, Little Leaders of Tomorrow Daycare,301 N. Mayfield ,,3788302,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4701 N KILPATRICK AVE ,1144254.11044,1930887.7697,2424,ECE Chicago Find a School scrape.csv, Christopher House Uptown I/T,4701 N. Winthorp ,60640,7694540,,,,,,Uptown,,,,,,,,,,,,,CP,,,,,,,
111 W MONROE ST ,1175414.14702,1899775.37797,1313,CPS_Early_Childhood_Portal_scrape.csv, Skinner,111 S. Throop ,,5347790,,Tuition Based Preschool,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
3901 W 58TH PL ,1151328.08655,1865460.7018,2933,NAEYC_accreditation.csv, Kidwatch Plus ,3901 North Ridgeway  ,60618,5395431,,,,,,,,,,,,,,,,,,http://www.kidwatchplus.com,,,,09/30/12,486945,info@kidwatchplus.com,,
751 S CLARK ST ,1175723.08638,1896914.20797,1127,CPS_Early_Childhood_Portal_scrape.csv, Kellman,751 S. Sacramento ,,5346602,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
358 E 70TH ST ,1179847.5833,1858753.98266,1744,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE JELLY BEAN-358-370 E 71ST,358 370 E 71ST ,60636,8738888,,,,,,,HENRY BOOTH HOUSE,GREATER GRAND CROSSING,,,,,Donna Taylor,Yes,No,No,,,,,,,,,,
1900 N FRANCISCO AVE ,1156751.44311,1912535.93851,2428,ECE Chicago Find a School scrape.csv, City Colleges Malcolm X,1900 W. VanBuren ,60612,8507176,,,,,,Near West Side,,,,,,,,,,,,,CP,,,,,,,
5356 S FRANCISCO AVE ,1157860.49647,1868773.53976,2349,ECE Chicago Find a School scrape.csv, Burke,5356 S. King Dr. ,60615,5351325,,,,,,Washington Park,,,,,,,,,,,,,HS-HD,,,,,,,
3252 N NEWCASTLE AVE ,1130091.54405,1921068.48884,1321,CPS_Early_Childhood_Portal_scrape.csv, Nettelhorst,3252 N. Broadway ,,5345810,,Tuition Based Preschool,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4701 N WASHTENAW AVE ,1157609.25668,1931166.01661,2423,ECE Chicago Find a School scrape.csv, Christopher House Uptown,4701 N. Winthorp ,60640,7694540,,,,,,Uptown,,,,,,,,,,,,,CP,,,,,,,
4025 W 57TH ST ,1150400.01515,1866429.10612,1598,chapin_dfss_providers_2011_070212.csv,CHICAGO STATE UNIVERSITY GRANT CREATIVE LEARNING CENTER,4025 S DREXEL BLVD ,60653,2858440,,,,,,,CHICAGO STATE UNIVERSITY,OAKLAND,,,,,Mary Billingsey,Yes,No,Yes,"4383SA(School Age (SA)), 4383PS(Child Care PS Center), 4370P",,,,,,,,,
4300 N TROY ST ,1154525.49691,1928451.86538,2223,DFSS_AgencySiteLies_2012.csv,Korean American Community Services Korean American Community Services,4300 N. California ,60618,5838281,,,,,,,Korean American Community Services,,,,,,,,,,,www.kacschicago.org,In chul Choi,Hye K. Choi,,,,,,
1865 N HOWE ST ,1171722.42089,1912642.74192,1998,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools Esmond Elementary,1865 West Montvale ,60643,5352650,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Dr. Angela Tucker,,,,,,
7433 S COLES AVE ,1195474.19537,1856443.86538,845,CPS_Early_Childhood_Portal_scrape.csv, Madison,7433 S. Dorchester ,,5350551,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
7433 S PERRY AVE ,1176760.23352,1855556.2697,2632,ECE Chicago Find a School scrape.csv, Madison,7433 S. Dorchester ,60619,5350551,,,,,,South Shore,,,,,,,,,,,,,HS-HD,,,,,,,
10 N KILBOURN AVE ,1146306.14311,1899755.63851,511,CPS_Early_Childhood_Portal_scrape.csv, National Louis University - Dr. Effie O. Ellis Training Center,10 S Kedzie Ave ,,5339011,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
214 N SACRAMENTO BLVD ,1156901.46776,1901188.7234,2784,ECE Chicago Find a School scrape.csv, Spencer,214 N. Lavergne ,60644,5346150,,,,,,Austin,,,,,,,,,,,,,HS-HD,,,,,,,
1 E HURON ST ,1176290.09936,1905006.18328,3255,purple_binder_early_childhood.csv, Salvation Army - Chicago Temple Corps Community Center,1 N Ogden Avenue ,60607,2262649,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
410 N HART ST ,1163295.72378,1902845.22958,2082,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Ward, Laura S.",410 N. Monticello ,60624,5346440,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Relanda Hobbs ,,,,,,
3863 W 108TH ST ,1152267.08549,1832627.90859,350,CPS_Early_Childhood_Portal_scrape.csv, Little Giant Child Care Center,3863 W. Harrison ,,2656330,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
1212 N WELLS ST ,1174347.64362,1908518.56291,901,CPS_Early_Childhood_Portal_scrape.csv, South Loop,1212 S. Plymouth ,,5348690,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
10 E GRAND AVE ,1176457.21398,1904015.12773,3,CPS_Early_Childhood_Portal_scrape.csv, National Louis University - Dr. Effie O. Ellis Training Center,10 S Kedzie Ave ,,5339011,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
524 N MONTICELLO AVE ,1151884.64591,1903378.46106,2917,NAEYC_accreditation.csv, Florence G. Heller Jewish Community Center (JCC),524 West Melrose  ,60657,8716780,,,,,,,,,,,,,,,,,,http://www.gojcc.org,,,,09/30/13,281351,,,
12339 S WENTWORTH AVE ,1177249.50724,1822974.23575,933,CPS_Early_Childhood_Portal_scrape.csv, Metcalfe,12339 S. Normal Av. ,,5355590,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
955 N LARAMIE AVE ,1141589.01825,1906086.2697,890,CPS_Early_Childhood_Portal_scrape.csv, Holmes,955 W. Garfield ,,5359025,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
7059 W 63RD PL ,1130209.23908,1861521.64933,433,CPS_Early_Childhood_Portal_scrape.csv, Christopher House Rogers Park,7059 N. Greenview ,,2745477,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
410 W GRANT PL ,1173077.11212,1915298.80365,729,CPS_Early_Childhood_Portal_scrape.csv," Ward, Laura",410 N. Monticello ,,5346440,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
2610 W 83RD ST ,1160343.74434,1849577.81291,2421,ECE Chicago Find a School scrape.csv, Christopher House Logan Sq,2610 N. Francisco ,60647,2354073,,,,,,Logan Square,,,,,,,,,,,,,CP,,,,,,,
7059 W 63RD ST ,1130196.53634,1861833.38081,2116,DFSS_AgencySiteLies_2012.csv,Christopher House Rogers Park,7059 N. Greenview ,60626,2745477,,,,,,,Christopher House,,,,,,,,,,,www.christopherhouse.org,Lori Baas,Atena Danner-McPhaden,,,,,,
316 N OAKLEY BLVD ,1160937.13704,1902163.17094,2239,DFSS_AgencySiteLies_2012.csv,Mary Crane League Mary Crane Center (Lake & Pulaski),316 N. Pulaski ,60624,2655954,,,,,,,Mary Crane League,,,,,,,,,,,www.marycrane.org,Lavetter Terry,Marcia Newsome ,,,,,,
2610 W 83RD PL ,1160313.83624,1849254.59378,304,CPS_Early_Childhood_Portal_scrape.csv, Christopher House Logan Square,2610 N. Francisco ,,2354073,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
5160 N MC VICKER AVE ,1134806.31939,1934097.05057,2808,ECE Chicago Find a School scrape.csv, Teddy Bear 5,5160 S. Pulaski ,60632,2847030,,,,,,West Elsdon,,,,,,,,,,,,,CP,,,,,,,
1073 W 108TH PL ,1170839.69175,1832776.81291,2235,DFSS_AgencySiteLies_2012.csv,Marcy Newberry Association Newberry Center,1073 W. Maxwell ,60608,8297555,,,,,,,Marcy Newberry Association,,,,,,,,,,,www.marcy-newberry.org,Gertrude Ricks,Vernon Lyle,,,,,,
3473 N CLARK ST ,1168829.64311,1923448.13851,1675,chapin_dfss_providers_2011_070212.csv,EL VALOR TEDDY BEAR 2 (COLUMBUS DR),3473 W COLUMBUS ,60652,4342327,,,,,,,EL VALOR,ASHBURN,,,,,Connie Gayton,Yes,No,No,,,,,,,,,,
1802 N LARRABEE ST ,1171919.15532,1912157.72032,265,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Day Nursery,1802 N. Fairfield ,,4864222,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
243 W ROOT ST ,1175211.73718,1877372.20797,1997,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Ellington, Edward ""Duke"" K.",243 North Parkside ,60644,5346361,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Shirley M. Scott,,,,,,
500 E 88TH PL ,1181167.13182,1846499.70489,2985,NAEYC_accreditation.csv, The Salvation Army Columbus Park Head Start,500 South Central  ,60644,9214162,,,,,,,,,,,,,,,,,,,,,,09/30/14,395893,felice_lewis@usc.salvationarmy.org,,
316 S SPAULDING AVE ,1154334.27076,1898291.30365,329,CPS_Early_Childhood_Portal_scrape.csv, Bethel New Life Bethel Child Development,316 N. Pulaski ,,2653830,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
1539 W 33RD ST ,1166465.90132,1882828.72718,2635,ECE Chicago Find a School scrape.csv, Marcy Newberry Marcy Center,1539 S. Springfield ,60623,7622300,,,,,,North Lawndale,,,,,,,,,,,,,CP,,,,,,,
744 N LECLAIRE AVE ,1142151.74669,1904636.68019,2396,ECE Chicago Find a School scrape.csv, Chicago Commons NIA,744 N. Monticelo ,60624,8263770,,,,,,Humboldt Park,,,,,,,,,,,,,CP,,,,,,,
6969 W GRAND AVE ,1129255.09497,1915074.93637,1946,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Eyes on the Future",6969 N. Ravenswood ,60626,9730771,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Azieb  Gebrehiiwet,,,,,,
214 N ABERDEEN ST ,1169001.41889,1901826.07093,2074,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Spencer Math and Science
Academy",214 N. Lavergne ,60644,5346150,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Shawn L. Jackson,,,,,,
1 N WACKER DR ,1174129.37647,1900480.39316,2758,ECE Chicago Find a School scrape.csv, Salvation Army Temple,1 N. Ogden ,60607,2262649,,,,,,Near West Side,,,,,,,,,,,,,CP,,,,,,,
160 N CENTRAL AVE ,1138876.48919,1900855.99192,954,CPS_Early_Childhood_Portal_scrape.csv, Salazar,160 W. Wendell ,,5348310,,Prekindergarten For All,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
500 S CLAREMONT AVE ,1160739.14311,1897642.9557,387,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army Columbus Park,500 S. Central ,,9214162,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
1802 N LECLAIRE AVE ,1142187.90826,1911562.46106,2626,ECE Chicago Find a School scrape.csv, Lutheran Day Nursery,1802 N. Fairfield ,60647,4864222,,,,,,Logan Square,,,,,,,,,,,,,CP,,,,,,,
600 N PULASKI RD ,1149425.38685,1903870.72958,2701,ECE Chicago Find a School scrape.csv, Onward House,600 N. Leavitt ,60612,6666729,,,,,,West Town,,,,,,,,,,,,,CP,,,,,,,
243 W 107TH PL ,1176395.87228,1833578.30674,1503,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS ELLINGTON, EDWARD ""DUKE"" K.",243 NORTH PARKSIDE ,60644,5346361,,,,,,,CHICAGO PUBLIC SCHOOLS,AUSTIN,,,,,Ms. Shirley M.  Scott,Yes,No,No,,,,,,,,,,
1 W WASHINGTON ST ,1176253.69945,1900756.28513,215,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army Temple,1 N. Ogden ,,2262649,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
2974 S LOOMIS ST ,1168738.20861,1884972.34686,2946,NAEYC_accreditation.csv, Mary Crane Center,2974 North Clybourn Avenue  ,60618,9388131,,,,,,,,,,,,,,,,,,http://www.marycrane.org,,,,08/01/16,722999,info@marycrane.org,,
6969 N RIDGE BLVD ,1161479.62798,1946330.00427,429,CPS_Early_Childhood_Portal_scrape.csv, Eyes on the Future,6969 N. Ravenswood ,,9730771,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
7507 S MAY ST ,1170036.19873,1854902.42711,2795,ECE Chicago Find a School scrape.csv, Stock,7507 W. Birchwood ,60631,5341215,,,,,,Edison Park,,,,,,,,,,,,,PFA-REG TS,,,,,,,
7453 N WASHTENAW AVE ,1157176.45909,1949545.92711,2102,DFSS_AgencySiteLies_2012.csv,Chicago Youth Centers Kids R Us,7453 S. Vincennes ,60621,8465437,,,,,,,Chicago Youth Centers,,,,,,,,,,,www.chicagoyouthcenters.org,Harry Wells,Tammy Oliver ,,,,,,
7 W 15TH ST ,1176407.24311,1892853.73851,2921,NAEYC_accreditation.csv, Garfield YMCA,7 North Homan Avenue  ,60624,2653900,,,,,,,,,,,,,,,,,,,,,,10/01/15,508110,phernandez@ymcachicago.org,,
10 S STATE ST ,1176280.3741,1900225.85612,1228,CPS_Early_Childhood_Portal_scrape.csv, National Louis University - Dr. Effie O. Ellis Training Center,10 S Kedzie Ave ,,5339011,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
955 W LAKE ST ,1169798.75332,1901552.93328,2018,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Holmes, Oliver Wendell",955 W. Garfield ,60621,5359025,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Angela L. Thomas,,,,,,
54 N LARAMIE AVE ,1141623.14311,1900132.63851,1077,CPS_Early_Childhood_Portal_scrape.csv, Brown,54 N. Hermitage ,,5347250,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
243 N MAYFIELD AVE ,1137221.23398,1901354.35921,2492,ECE Chicago Find a School scrape.csv, Ellington,243 N. Parkside ,60644,5346361,,,,,,Austin,,,,,,,,,,,,,HS-HD,,,,,,,
955 W 129TH PL ,1172111.79626,1818785.31908,2569,ECE Chicago Find a School scrape.csv, Holmes,955 W. Garfield ,60621,5359025,,,,,,Englewood,,,,,,,,,,,,,HS-HD,,,,,,,
5467 W IOWA ST ,1139436.22171,1905394.09378,2393,ECE Chicago Find a School scrape.csv, Chicago Child Care Society,5467 S. University ,60615,2562450,,,,,,Hyde Park,,,,,,,,,,,,,CP,,,,,,,
3604 W 61ST PL ,1153337.12587,1863666.55365,342,CPS_Early_Childhood_Portal_scrape.csv," Kids Count Too Daycare, Preschool and Kindergarten - Washington Heights",360-364 E. 61st ,,7523022,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
500 W FULLERTON AVE ,1172437.1036,1916331.74192,2752,ECE Chicago Find a School scrape.csv, Salvation Army Columbus Park,500 S. Central ,60644,9214162,,,,,,Austin,,,,,,,,,,,,,CP,,,,,,,
500 E 91ST PL ,1181228.51143,1844500.62773,2259,DFSS_AgencySiteLies_2012.csv,Salvation Army Columbus Park,500 S. CENTRAL ,60644,9214162,,,,,,,Salvation Army,,,,,,,,,,,www.usc.salvationarmy.com,Claudia Rowland,Felice Lewis ,,,,,,
5900 S NARRAGANSETT AVE ,1134649.0573,1864682.55057,2754,ECE Chicago Find a School scrape.csv, Salvation Army Lawn,5900 S. Spaulding ,60629,7332533,,,,,,Chicago Lawn,,,,,,,,,,,,,CP,,,,,,,
55 W DELAWARE PL ,1175578.18871,1906301.51044,791,CPS_Early_Childhood_Portal_scrape.csv, National Teachers Acad,55 W. Cermack ,,5349970,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
212 W 23RD ST ,1175163.21783,1889118.07217,282,CPS_Early_Childhood_Portal_scrape.csv, Marillac House,212 S. Francisco ,,7227440,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
10 E GARFIELD BLVD ,1177337.67991,1868674.18328,2687,ECE Chicago Find a School scrape.csv, NLU - Effie O. Ellis HS,10 S. Kedzie ,60612,5339011,,,,,,East Garfield Park,,,,,,,,,,,,,CP,,,,,,,
55 W WACKER DR ,1175801.33121,1902029.68328,2676,ECE Chicago Find a School scrape.csv, National Teachers Acad,55 West Cermak ,60616,5349970,,,,,,Near South Side,,,,,,,,,,,,,HS-FD,,,,,,,
5467 W MADISON ST ,1139308.40127,1899355.40859,404,CPS_Early_Childhood_Portal_scrape.csv, Chicago Child Care Society,5467 S. University ,,2562450,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
69 E 53RD ST ,1177905.18754,1869783.05982,2756,ECE Chicago Find a School scrape.csv, Salvation Army Red Shield,69th and Sangamon ,60621,7332533,,,,,,West Englewood,,,,,,,,,,,,,CP,,,,,,,
744 N DAMEN AVE ,1162879.46664,1905186.18019,1954,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Nia Family Center",744 N. Monticello ,60612,7220115,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Erica Barbara,,,,,,
10 E DIVISION ST ,1176178.20081,1908425.95489,2280,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago Dr. Effie O Ellis,10 S. Kedzie ,60612,5339011,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Anelyn Jablo ,,,,,,
7 W 112TH PL ,1178160.72461,1830310.80674,3332,purple_binder_early_childhood.csv, YMCA Garfield,7 N Homan Avenue ,60624,2653900,,,,,,,,,,,,,,,,,,,,,,,,,,Early Head Start
7 E 113TH PL ,1178368.5816,1829648.43637,3292,purple_binder_early_childhood.csv, YMCA Garfield School,7 N Homan Avenue ,60624,2653900,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
744 W 82ND ST ,1172582.75676,1850590.84069,443,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons NIA,744 N. Monticello ,,8264259,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
